customer_code,account_type,customer_name,salesperson,suburb,state,postcode,customer_group,customer_type,customer_ranking,email,phone
REVOLU,Cash Sale,Revolution Motorhomes,Q4,Bells Creek,QLD,4551,UNCATEGORIZED,Auto Manufacturer,A-OCCASI,revolutionmotorhomes@gmail.com,+61437000599
REVOLUTI,Standard,Revolution Retail,Q1,Brendale,QLD,4500,IND,Shop Fitter,A-OCCASI,revretail6@gmail.com,+61738812944
RFSTEEL,Standard,R & F Steel Buildings Warwick,Q2,Warwick,QLD,4370,UNCATEGORIZED,Commercial Construct,NEW-ACCE,adminwarwick@rfsteelbuildings.com.au,46619835
RGOTIL,Cash Sale,R Go Tiling,Q1,Wavell Heights,QLD,4012,TILER,Bathroom,I-NEVER,NO_EMAIL_PROVIDED,+61732568332
RHINOCON,Standard,Rhino Construction Services,Q4,Buderim,QLD,4556,AO,Commercial Caulking,A-POTENT,admin@rhinoconstructionservices.com.au,+61403041051
RHINOMAX,Standard,Rhinomax Pty Ltd,Q4,Kunda Park,QLD,4556,IND,Auto Manufacturer,A-SERVIC,accounts@rhinomax.com.au,53387240
RHOMBERG,Standard,Rhomberg Sersa Aust Pty Ltd,HO,Horsley Park,NSW,2175,UNCATEGORIZED,Commercial Construct,NEW-ACCE,accounts.rsa@rsrg.com,+61296278200
RIPPA,Standard,Rippa Enterprise Pty Ltd,ONLINE-LN,Longreach,QLD,4730,UNCATEGORIZED,Industrial Supplies,NEW-ACCE,rippa@tpg.com.au,+61428582378
RITEP,Cash Sale,Riteprice Online,Q8,Molendiner,QLD,4214,UNCATEGORIZED,Industrial Supplies,A-OCCASI,orders@ritepriceonline.com.au,55745811
RIVERSAN,Cash Sale,River Sands Pty Ltd,Q3,Loganholme,QLD,4129,UNCATEGORIZED,Misc Construction,NEW-ACCE,sbechly@riversands.com.au,+61498098589
RJCERAMI,Cash Sale,R & J Ceramics,Q8,Helensvale,QLD,4212,APP D,Waterproofing,A-POTENT,ross@rjceramics.com.au,+61414594445
RJMPRO,Cash Sale,Rjm Projects Pty Ltd,Q1,Wavell Heights,QLD,4012,UNCATEGORIZED,Domestic Builder,NEW-ACCE,rjmprojectspl@gmail.com,+61411582394
RLAPOLY,Standard,Rla Polymers Pty Ltd,Q0,Kilsyth,VIC,3137,RESELLER,Standard,I-NO POT,apayable@rlagroup.com.au,+61397219654
RLGTIL,Cash Sale,Rlg Tiling,Q3,Shailer Park,QLD,4128,UNCATEGORIZED,Bathroom,NEW-ACCE,rlgtiling@outlook.com,+61430061549
RMAREND,Standard,Rma Rendering & Sealing,Q3,Brookwater,QLD,4300,APP D,Commercial Caulking,NEW-ACCE,admin@rmarendering.com.au,+61414485336
RNBSTONE,Cash Sale,Rnb Stone Installers,Q4,Kunda Park,QLD,4556,A0,Stone,A-NEVER,robcoco71@gmail.com,+61407959164
ROADSTEA,Cash Sale,Roadstead Marine,HO,Samford,QLD,4520,UNCATEGORIZED,Marine Manufacturer,I-NEVER,NO_EMAIL_PROVIDED,54399220
ROADTEKB,Cash Sale,Roadtekhemmant,Q3,Hemmant,QLD,4174,GOVT,Civil Const,A-OCCASI,NO_EMAIL_PROVIDED,+61730664440
ROADTEKM,Cash Sale,Roadtek Bells Creek,Q4,Maroochydore Dc,QLD,4558,GOVT,Civil Const,A-OCCASI,roadtek.sc.costing@tmr.qld.gov.au,54396900
ROBERTS,Cash Sale,Darren Roberts,Q4,Kureelpa,QLD,4560,UNCATEGORIZED,Bathroom,A-MONITO,dizzaseels@outlook.com,+61431587996
ROBLIST,Cash Sale,Rob Lister Builder #3610,HO,Ferny Hills,QLD,4055,TB,Trade Builder,I-NO POT,qtfinc@powerup.com.au,+61733511956
ROCKAGE,Standard,Rockhampton Agencies,Q6,Red Hill,QLD,4701,RESELLER,Industrial Supplies,I-POTENT,john@rockhamptonagencies.com.au,+61418265337
ROCKET,Cash Sale,Rocket Tools Pty Ltd,Q0,Taree,NSW,2430,RESELLER,Hardware,I-POTENT,greg.irving@tools.com.au,+61265512266
ROCKHARD,Cash Sale,Rock Hard Solid Plastering,Q3,Alexandra Hills,QLD,4161,UNCATEGORIZED,Misc Construction,I-NEVER,mick@rockhardsolid.com.au,+61403867017
ROCKSOLT,Cash Sale,Rock Solid Tiling,Q1,Stafford,QLD,4053,TILER,Bathroom,A-POTENT,rocksolidtilingqld@gmail.com,+61438880046
ROGERSW,Cash Sale,Rogers Willex,Q3,Carole Park,QLD,4300,UNCATEGORIZED,Auto Manufacturer,A-MONITO,accounts@rogerswillex.com.au,+61732711744
ROGGEV,Cash Sale,Grahame Roggeveen,Q4,Urangan,QLD,4655,UNCATEGORIZED,Commercial Caulking,A-POTENT,garogg@live.com.au,+61417781785
RONDEL,Cash Sale,Rondel Tiling,Q1,Albion,QLD,4010,TILER,Bathroom,A-POTENT,trudy@totalterrazzo.com.au,+61732560566
ROOFBUIL,Standard,Roof & Building Service Pty Ltd,Q1,Hamilton Central,QLD,4007,A1,Commercial Construct,A-VIP,accounts@roofandbuildingservice.com.au,1800550037
ROOFCENT,Cash Sale,Roof Central,Q8,Worongary,QLD,4213,APP D,Sheet Metal,FOL-UP,roofcentralgc@gmail.com,+61428025533
ROOFNBUI,Cash Sale,Roof N Building Services,Q8,Coolangatta,QLD,4225,CONST,Misc Construction,I-POTENT,roof.build@bigpond.com,+61438592076
ROOFREV,Cash Sale,Roofing Revamped,Q4,Maroochydore,QLD,4558,UNCATEGORIZED,Domestic Builder,I-NEVER,brad@roofingrevamped.com.au,+61417775101
ROUSE,Cash Sale,Rouse Caulking,Q6/ONLINE,Branyan,QLD,4670,UNCATEGORIZED,Bathroom,NEW-ACCE,rousejacob516@gmail.com,+61468546301
ROVCON,Standard,Rovcon Pty Ltd,HO,Milton,QLD,4064,CONST,Domestic Builder,A-MONITO,office@rovcon.com.au,+61735116636
RPMAUST,Standard,Rpm Australia-Pacific Pty Ltd,Q2,Gatton,QLD,4343,IND,Misc Industrial,A-OCCASI,office@rpmrural.com,54623433
RRWINDOW,Cash Sale,R & R Windows,Q1,Geebung,QLD,4034,UNCATEGORIZED,Glass & Alum,I-NEVER,sales@rnrglass.com.au,+61738897311
RUBYDEV,Standard,Ruby Developments,Q5,Gold Coast Mc,QLD,4217,A1,Developer,A-VIP,accounts@livinggems.com.au,+61738047833
RUSSELL,Cash Sale,Russell Fitouts,HO,Brendale,QLD,4500,UNCATEGORIZED,Shop Fitter,A-OCCASI,jay@russellfitouts.com,+61414270023
RUSTICIM,Cash Sale,Rustic Impressions,Q3,Darra,QLD,4076,IND,Joinery & Cabinet,A-OCCASI,rusticimp@gmail.com,NO_PHONE_PROVIDED
RVPARTS,Standard,Rv Parts Australia,Q1,Kippa Ring,QLD,4021,UNCATEGORIZED,Auto Manufacturer,NEW-ACCE,accountspayable@rvpartsaustralia.com.au,+61738894473
RVSPECIA,Cash Sale,Rv Specialists,Q4,Cardiff,NSW,2285,CONST,Auto Manufacturer,I-NEVER,james@rvspecialists.com.au,+61249546652
RWDJOIN,Standard,Rwd Joinery Manufacturers,Q1,Brendale,QLD,4500,JOINERY,Joinery & Cabinet,A-OCCASI,admin@rwdjoinery.com.au,+61732055525
RYANB,Standard,Ryan Builders # 2607,Q3,Gumdale,QLD,4154,TB,Trade Builder,A-MONITO,accounts@ryanbuilders.com.au,+61738234266
RYANVOS,Cash Sale,Ryan Vos Tiling,HO,Chermside West,QLD,4032,UNCATEGORIZED,Domestic Builder,UNRANKED,info@vosdesign.com.au,+61421903137
RYMERCON,Cash Sale,Rymer Constructions,HO,Virginia,QLD,4014,CONST,Domestic Builder,A-MONITO,mark@rymercon.com.au,+61414304425
SAFEFLOO,Cash Sale,Safe Flooring,Q1,Caboolture,QLD,4510,UNCATEGORIZED,Flooring,NEW-ACCE,accounts@sablerubber.com,+61407705754
SAILFISH,Cash Sale,Sailfish Catamarans Pty Ltd,HO,Alstonville,NSW,2477,UNCATEGORIZED,Marine Manufacturer,UNRANKED,purchasing@sailfish.com.au,+61266285951
SALTASH,Standard,Saltash Homes #4029,Q3,Clear Mountain,QLD,4500,TB,Trade Builder,A-MONITO,brett@saltashhomes.com.au,+61731726006
SAMATT,Cash Sale,Samatt Industries Pty Ltd,HO,Burpengary,QLD,4505,IND,Misc Construction,A-MONITO,admin@samatt.com.au,+61738883100
SAMLOCK,Cash Sale,Samlock Constructions,Q3,Birkdale,QLD,4159,CONST,Developer,I-POTENT,accounts@samlock.com.au,NO_PHONE_PROVIDED
SAMPLES,Standard,Unknown,UNASSIGNED,Nan,UNKNOWN,0,SAMPLE,Standard,UNRANKED,sales@adheseal.com.au,NO_PHONE_PROVIDED
SAMPSONM,Cash Sale,Matt Sampson Tiling,Q4,Woombye,QLD,4559,TILER,Bathroom,A-OCCASI,mattsampsontiling@gmail.com,+61402076036
SANDHU,Cash Sale,Sandhu Electrical & Air,Q3,Wynnum West,QLD,4178,UNCATEGORIZED,Coldroom,A-OCCASI,ptbjatt@gmail.com,+61426955288
SANO,Cash Sale,Sano Tiling,Q1,Mcdowall,QLD,4053,TILER,Bathroom,A-POTENT,sanotiling@hotmail.com,+61400242130
SARRIAF,Standard,A F Sarri Pty Ltd,Q1,Stafford,QLD,4053,A1,Painter,A-VIP,admin@sarripainters.com.au,+61738611166
SASTAIRS,Cash Sale,S & A Stairs,Q8,Molendinar,QLD,4214,UNCATEGORIZED,Joinery & Cabinet,A-OCCASI,accountspayable@sastairs.com.au,55289200
SAUNDERS,Standard,Saunders Building Company Pty Ltd,Q1,Alderley,QLD,4051,UNCATEGORIZED,Domestic Builder,A-POTENT,admin@saundersbuilding.com,+61422288023
SCINSTAL,Cash Sale,Sc Installations,Q1,Burpengary,QLD,4505,UNCATEGORIZED,Commercial Caulking,NEW-ACCE,scinstall.design@gmail.com,+61410495369
SCOPE,Cash Sale,Scope Plumbing,Q1,Kedron,QLD,4031,CONST,Plumber,A-MONITO,sal@scopeplumbing.com,+61412611320
SCOTTHAR,Standard,Scott Harris Constructions Pty Ltd,Q3,Wacol,QLD,4076,CONST,Commercial Construct,A-MONITO,admin@shconstructions.com.au,+61732711807
SCR,Cash Sale,Scarlett Concrete Repairs,Q1,Cashmere,QLD,4500,CONST,Masonry,A-MONITO,info@scarlettsconcreterepair.com,+61420802118
SCROOZ,Standard,Scrooz Pty Ltd,HO,Brendale,QLD,4500,UNCATEGORIZED,Fastening Shop,CLOSED,NO_EMAIL_PROVIDED,1300794499
SCSTONE,Standard,Sunshine Coast Stone,Q4,Minyama,QLD,4575,STONE,Stone,A-OCCASI,accounts@sunshinecoaststone.com.au,+61477515143
SCULLY,Standard,Scully Sales Pty Ltd,Q3,Archerfield,QLD,4108,IND,Auto Manufacturer,A-SERVIC,ap@scullyrsv.com.au,1800728559
SCVANFIT,Cash Sale,Sunshine Coast Van Fitouts,Q4,Kunda Park,QLD,4556,UNCATEGORIZED,Auto Manufacturer,NEW-ACCE,admin@sunshinecoastvanfitouts.com.au,+61439726933
SDSCAULK,Cash Sale,Shoshana Stryrert,Q8,Palm Beach,QLD,4221,APP D,Commercial Caulking,A-POTENT,shoshanstrykert@icloud.com,+61415403024
SEABREEZ,Cash Sale,Seabreeze Homes,Q8,Casuarina,NSW,2487,APP D,Domestic Builder,A-POTENT,jason@seabreezegroup.com.au,+61405440243
SEALANTS,Standard,Sealants Australia,HO,Canning Vale Dc,WA,6970,INACTIVE,Standard,A-MONITO,NO_EMAIL_PROVIDED,NO_PHONE_PROVIDED
SEALANTW,Cash Sale,Sealant Works,Q1,Clontarf,QLD,4019,A0,Commercial Caulking,I-POTENT,sealantworks@outlook.com,NO_PHONE_PROVIDED
SEALCON,Standard,Sealcon Engineering Solutions,Q4,Yandina,QLD,4561,UNCATEGORIZED,Misc Construction,A-MONITO,jackson@sealcon.au,+61497997079
SEALEDCO,Cash Sale,Sealed Consulting,Q0,Reservoir,VIC,3073,UNCATEGORIZED,Waterproof Supplies,A-MONITO,sealedconsulting@outlook.com,+61438988006
SEALEDRI,Cash Sale,Sealed Right,Q8,Gilston,QLD,4211,MEGAPOXY,Bathroom,FOL-UP,sealed.right@outlook.com,+61450495561
SEALEDUP,Standard,Sealed Up Waterproofing,Q1,Morayfield,QLD,4506,WPR,Waterproofing,A-VIP,blake@sealedupwaterproofing.com.au,+61458821564
SEALERS,Cash Sale,Sealer Sheila,Q8,Tweed Heads,NSW,2485,APP D,Commercial Caulking,I-POTENT,mareegardner955@gmail.com,+61414997312
SEALFX,Cash Sale,Seal-Fx Joint Sealing,Q3,Windaroo,QLD,4207,A1,Commercial Caulking,A-POTENT,seal-fx@live.com.au,+61468930977
SEALTECH,Cash Sale,Seal Tech Services Pty Ltd.,Q3,Victoria Point,QLD,4165,UNCATEGORIZED,Waterproofing,NEW-ACCE,sealtech2025@gmail.com,+61424268360
SEALTHED,Cash Sale,Seal The Deal Caulking,Q8,Burleigh Heads,QLD,4220,APP D,Commercial Caulking,FOL-UP,admin@sealthedealcaulking.com.au,NO_PHONE_PROVIDED
SEALWISE,Cash Sale,Seal Wise Pty Ltd,Q4,Wurtulla,QLD,4575,A0,Waterproofing,A-OCCASI,admin@sealwise.com.au,+61478739314
SEANTILI,Cash Sale,Sean Tiling,Q3,Daisy Hill,QLD,4127,UNCATEGORIZED,Bathroom,NEW-ACCE,sean.seantiling@gmail.com,+61474071318
SEDL,Standard,Sedl Agencies,Q2,Toowoomba,QLD,4350,RESELLER,Industrial Supplies,FOL-UP,sales@sedlagencies.com.au,46177000
SEED,Cash Sale,Seed Custom Homes,Q4,Woombye,QLD,4559,CONST,Domestic Builder,A-MONITO,seedcustomhomes@outlook.com,NO_PHONE_PROVIDED
SEFASTEN,Standard,South East Fasteners Pty Ltd,Q3,Archerfield,QLD,4108,RESELLER,Fastening Shop,I-POTENT,invoices@southeastfasteners.com.au,+61732734400
SEFQLD,Cash Sale,Southeast Fasteners Qld Eaglefarm,Q1,Eagle Farm,QLD,4009,UNCATEGORIZED,Fastening Shop,NEW-ACCE,accounts@sefqld.com.au,+61732687788
SELECTCL,Cash Sale,Select Cleaning Co.,Q3,Park Ridge,QLD,4125,UNCATEGORIZED,Misc Industrial,NEW-ACCE,hello@selectcleaningco.com.au,+61477410011
SELLSWP,Cash Sale,Sells Waterproofing Contractor,UNASSIGNED,Wurtulla,QLD,4575,CLOSED,Closed,CLOSED,phillipsell@hotmail.com,54936666
SENSUS,Cash Sale,Sensus Building Group,Q1,Brendale,QLD,4500,UNCATEGORIZED,Domestic Builder,A-OCCASI,m.daniels@sensus.com.au,+61732058000
SEQCLEA,Cash Sale,Seq Cleaning & Caulking,Q1,Morayfield,QLD,4506,UNCATEGORIZED,Commercial Caulking,A-OCCASI,staceymcglinn@hotmail.com,+61433377605
SEQGLASS,Cash Sale,Seq Glass,Q8,Pacific Pines,QLD,4211,APP D,Glass & Alum,FOL-UP,southeastglass@outlook.com,+61404479016
SEQWAST,Cash Sale,Seq Waste Water,Q4,Pacific Paradise,QLD,4564,UNCATEGORIZED,Misc Industrial,A-POTENT,admin@seqw.com,+61409287416
SEQWIN,Cash Sale,Seq Windscreens,Q1,Sandstone Point,QLD,4511,UNCATEGORIZED,Windscreen Installer,A-NEVER,admin@seqwindscreens.com.au,+61408963466
SEQWPCS,Standard,Seq Waterproofing Cs Pty Ltd Closed,Q1,North Lakes,QLD,4509,UNCATEGORIZED,Waterproofing,CLOSED,accounts@seqwcs.com.au,1300007379
SERVCUE,Cash Sale,Servicing On Cue,HO,Grange,QLD,4051,JOINERY,Misc Construction,I-NO POT,servicingoncue@gmail.com,+61413773643
SERVSTRE,Cash Sale,Service Stream Utilities,Q1,Fortitude Valley,QLD,4006,UNCATEGORIZED,Misc Construction,FOL-UP,Saurabh.Bokde@servicestream.com.au,+61414646420
SETFIX,Standard,Setfix Pty Ltd,Q3,Wakerley,QLD,4154,APP D,Commercial Caulking,NEW-ACCE,info@setfix.com.au,+61474554191
SETTIL,Standard,Set Tiling Pty Ltd Closed,Q3,Capalaba,QLD,4157,UNCATEGORIZED,Bathroom,I-POTENT,accounts@settiling.com.au,+61738231482
SETTILAU,Standard,Set Tiling Australia Pty Ltd,Q5,Ormeau,QLD,4208,APP D,Commercial Construct,NEW-ACCE,accounts@setaus.com.au,+61738231482
SEXYROOF,Cash Sale,Sexy Roofing Pty Ltd,Q8,Newcastle,NSW,2300,UNCATEGORIZED,Misc Construction,NEW-ACCE,admin@sexyroofing.com.au,+61432596324
SFROG,Standard,Stephen Froggatt Pty Ltd #3559,Q1,Carseldine,QLD,4034,TB,Bathroom,A-VIP,stevefroggatt@hotmail.com,+61738633089
SGQ,Standard,Sgq Pty Ltd,Q4,Hervey Bay,QLD,4655,A0,Commercial Construct,A-MONITO,accounts@sgq.net.au,+61754932233
SHADFORT,Standard,Shadforths Civil Pty Ltd,Q4,Forest Glen,QLD,4556,CONST,Civil Const,A-POTENT,accounts@shadcivil.com.au,54583300
SHAKER,Standard,Shaker 1 Pty Ltd,Q2,Kearney Springs,QLD,4350,UNCATEGORIZED,Domestic Builder,NEW-ACCE,camaro6@bigpond.net.au,+61412877897
SHANEWIL,Cash Sale,Shane Wilkinson | Floorworx,Q4,Walligan,QLD,4655,UNCATEGORIZED,Flooring,UNRANKED,floorworx@bigpond.com,+61417614630
SHARP,Cash Sale,Sharp Doors & Carpentry Services,Q4,Landsborough,QLD,4550,UNCATEGORIZED,Standard,I-NEVER,sharpdoors1985@gmail.com,+61415601959
SHAUNDEL,Standard,Shaun Dellar Plumbing & Gasfitting,HO,Grange,QLD,4051,CONST,Plumber,I-NO POT,shaun@dellarplumbing.com.au,+61405599407
SHAUNGUT,Cash Sale,Shaun Guthrie Building,Q4,Keils Mountain,QLD,4559,UNCATEGORIZED,Domestic Builder,NEW-ACCE,shaun.guthrie.building@gmail.com,+61409383395
SHIELDCT,Cash Sale,Shield Carpet Services Pty Ltd,Q5,Veresdale Scrub,QLD,4285,APP D,Commercial Caulking,A-VIP,matthew@shieldctp.com.au,+61409463019
SHIPPING,Standard,Shipping Container Pools,Q4,Coolum Beach,QLD,4573,IND,Misc Industrial,A-OCCASI,invoices@shippingcontainerpools.com.au,1300969549
SHOJI,Standard,Shoji Screens & Doors,Q3,Slacks Creek,QLD,4127,GLASS,Joinery & Cabinet,FOL-UP,damien@shoji.com.au,+61475209442
SHOWER,Cash Sale,Shower Seal,Q4,Noosaville,QLD,4566,A0,Bathroom,A-MONITO,rick@showerseal.com.au,+61407544900
SHOWFIX,Cash Sale,Shower Fix,Q4,Beerwah,QLD,4519,UNCATEGORIZED,Bathroom,A-MONITO,info@showerfix.com.au,+61413259251
SIDCONST,Standard,Sid Construction Pty Ltd,Q4,Mountain Creek,QLD,4557,UNCATEGORIZED,Commercial Construct,NEW-ACCE,sam@sidconstuction.com.au,+61406784572
SIGNARAM,Standard,Signarama Springwood,Q3,Underwood,QLD,4119,UNCATEGORIZED,Signage,FOL-UP,admin.springwood@signarama.com.au,+61738043884
SIGNART,Cash Sale,Signart,Q1,Brendale,QLD,4500,UNCATEGORIZED,Signage,NEW-ACCE,info@signartqld.com.au,+61738811185
SIGNAT,Cash Sale,Signature Plumbing,SLKOFFICE,Seven Hills,QLD,4170,CONST,Plumber,I-NEVER,NO_EMAIL_PROVIDED,+61488433755
SIGNATST,Cash Sale,Signature Stone,UNASSIGNED,Burnside,QLD,4560,UNCATEGORIZED,Closed,CLOSED,accounts@signaturestoneqld.com.au,54413488
SIGNIFIC,Cash Sale,Significant Tiling,Q8,Hope Island,QLD,4212,UNCATEGORIZED,Bathroom,FOL-UP,significanttiling@gmail.com,+61402773323
SIGNMAS,Cash Sale,Sign Masters,Q1,Stafford,QLD,4053,UNCATEGORIZED,Signage,NEW-ACCE,sales@signmastersaustralia.com.au,+61738560848
SIGNMATE,Cash Sale,Signage Mates,Q1,Geebung,QLD,4034,UNCATEGORIZED,Signage,NEW-ACCE,tom@signagemates.com.au,1300404888
SIGNTOOW,Standard,Signarama Toowoomba,Q2,Toowoomba,QLD,4350,UNCATEGORIZED,Signage,NEW-ACCE,toowoomba@signarama.com.au,+61746131234
SILCON,Standard,Silcon Commercial Pty Ltd,Q3,Redbank Plains,QLD,4301,A1,Commercial Caulking,A-OCCASI,costica@me.com,NO_PHONE_PROVIDED
SILICPRO,Cash Sale,Silicone Pro,Q1,Ocean View,QLD,4521,INACTIVE,Commercial Caulking,I-POTENT,thesiliconepro@gmail.com,+61400985790
SILKINGZ,Cash Sale,Silicone Kingz Pty Ltd,Q8,Upper Coomera,QLD,4209,APP D,Commercial Caulking,A-OCCASI,pashaorley@gmail.com,NO_PHONE_PROVIDED
SILKNI,Cash Sale,Silicone Knight Caulking,Q1,Newstead,QLD,4006,UNCATEGORIZED,Commercial Caulking,NEW-ACCE,fynn-leestimpson@hotmail.com,+61493587222
SILVFOX,Cash Sale,Silver Fox Construction,Q4,Tewantin,QLD,4565,UNCATEGORIZED,Commercial Construct,UNRANKED,matt@sfconstruct.com.au,+61431677756
SIMPLYST,Cash Sale,Simply Stainless,HO,Everton Hills,UNKNOWN,4053,UNCATEGORIZED,Sheet Metal,A-NEVER,halmarschults@bigpond.com,NO_PHONE_PROVIDED
SIMTEX,Cash Sale,Simtex International Pty Ltd,Q1,The Gap,QLD,4061,RESELLER,Industrial Supplies,I-NEVER,sales@simtexinternational.com.au,+61735111507
SIRIUS,Standard,Sirius Concretre Cutters Pty Ltd,Q3,Waterford,QLD,4133,UNCATEGORIZED,Misc Construction,NEW-ACCE,accounts@siriusconcretecutters.com.au,+61499771066
SJBSTAIN,Standard,Sjb Stainless Steel Pty Ltd,ONLINE-LN,Thomastown,VIC,3074,UNCATEGORIZED,Sheet Metal,ONLINE,accounts@sjbstainless.com.au,+61394641405
SJSCOATI,Cash Sale,Sjs Coatings,Q4,Kuluin,QLD,4558,WPR,Waterproofing,A-OCCASI,sjscoatings@gmail.com,+61413677140
SJWDES,Cash Sale,Sjw Design Group,HO,Gordon Park,QLD,4031,UNCATEGORIZED,Domestic Builder,A-POTENT,sjwdesign@icloud.com,+61450997976
SKELETON,Cash Sale,Skeleton Glass,Q8,Molendinar,QLD,4214,APP D,Glass & Alum,I-POTENT,julie@skeletonglass.com,+61405326858
SKIMMER,Standard,Skimmer Lids Pty Ltd,Q3,Yatala,QLD,4207,IND,Misc Industrial,A-OCCASI,admin@skimmerlids.com.au,+61738072551
SKWATER,Standard,S & K Waterproofing Gold Coast,Q5,Ormeau,QLD,4208,UNCATEGORIZED,Waterproofing,A-POTENT,admin@skwaterproofing.com.au,55492777
SKY5,Cash Sale,Sky 5,Q1,Albion,QLD,4010,UNCATEGORIZED,Misc Construction,NEW-ACCE,ben.mctaggart@sky5.com.au,+61408018957
SKYLABB,Standard,Sky Labb Pty Ltd,Q8,Ormeau,QLD,4208,CONST,Masonry,FOL-UP,scott@skylabb.com.au,+61420746007
SKYLINE,Standard,Skyline Facades,Q3,Oxley,QLD,4075,UNCATEGORIZED,Facade Cladding,NEW-ACCE,admin@skylinefacades.com.au,+61431389292
SKYP,Standard,Skypanel Australia,Q8,West Burleigh,QLD,4219,A0,Facade Cladding,FOL-UP,cnc@skypanel.com.au,55680400
SMA,Cash Sale,Sma Trade Group Pty Ltd # 2806,Q1,Everton Hills,QLD,4053,TB,Trade Builder,A-OCCASI,accounts@smatradegroup.com.au,+61733538724
SMARTSEA,Cash Sale,Smart Seal Services,Q8,Mermaid Waters,QLD,4218,UNCATEGORIZED,Commercial Caulking,FOL-UP,smartsealservices@mail.com,+61421750537
SMILETIL,Cash Sale,Smile Tiles,Q3,Forest Lake,QLD,4078,TILER,Bathroom,I-NEVER,will@smiletiles.com.au,NO_PHONE_PROVIDED
SMILEYCL,Cash Sale,Smiley Clean,Q3,Annerley,QLD,4103,UNCATEGORIZED,Bathroom,A-MONITO,info@smileyclean.com.au,NO_PHONE_PROVIDED
SMOOTHCA,Standard,Smooth Caulker,Q1,Upper Caboolture,QLD,4510,A2,Commercial Caulking,A-OCCASI,smoothcaulker@hotmail.com,+61411425829
SNA,Cash Sale,Sna Tiling,Q3,Cedar Vale,QLD,4285,INACTIVE,Bathroom,A-NEVER,sam_snatiling@hotmail.com,+61432032675
SNINTERN,Cash Sale,Sn International,Q3,Wishart,QLD,4122,UNCATEGORIZED,Civil Const,NEW-ACCE,solankihari@gmail.com,NO_PHONE_PROVIDED
SNOWY,Cash Sale,Snowy Services,Q4,Booroobin,QLD,4552,UNCATEGORIZED,Domestic Builder,NEW-ACCE,snowyservices@yahoo.com.au,+61499774286
SOAINT,Cash Sale,Soak Interiors,Q1,Stafford Heights,QLD,4053,UNCATEGORIZED,Bathroom,I-NO POT,soakinteriors@gmail.com,NO_PHONE_PROVIDED
SOKOKIT,Cash Sale,Soko Kitchens,Q2,Wilsonton,QLD,4350,UNCATEGORIZED,Joinery & Cabinet,NEW-ACCE,accounts@sokokitchens.com,46635100
SOLID,Standard,Solid Seal Waterproofing,Q1,Narangba,QLD,4504,WPR,Waterproofing,A-VIP,lucas@solidsealwp.com.au,+61409265484
SOLIDO,Standard,Solido Builders,Q3,Coburg North,VIC,3058,CONST,Domestic Builder,I-NEVER,libby@solidobuilders.com.au,+61400232212
SOLIDSET,Standard,Solid Set Waterproofing Pty Ltd,Q5,Ashmore,QLD,4214,UNCATEGORIZED,Waterproofing,A-POTENT,sswaterproofing@outlook.com.au,+61413011917
SOLOM,Cash Sale,Solomons Flooring Stafford,HO,Stafford,QLD,4053,CONST,Industrial Supplies,I-POTENT,delucatiles@gmail.com,+61738561300
SOMERS,Cash Sale,Somerset Regional Council,Q2,Esk,QLD,4312,CONST,Government,A-MONITO,BZinn@somerset.qld.gov.au,+61754244000
SOUNDPRO,Cash Sale,Soundproof Solutions,Q1,Albany Creek,QLD,4035,UNCATEGORIZED,Trade Builder,A-MONITO,rod@soundproofsolutions.com.au,+61404475023
SOUTHBUR,Cash Sale,South Burnett Regional Council,HO,Kingaroy,QLD,4610,UNCATEGORIZED,Developer,A-OCCASI,karrie.ashby@sbrcqld.gov.au,+61741899100
SOUTHE,Standard,South East Stainless,Q4,Kunda Park,QLD,4556,IND,Sheet Metal,A-OCCASI,admin@southeaststainless.com.au,54453644
SOUTHEAS,Standard,Southeast Stone,Q4,Caloundra West,QLD,4551,STONE,Stone,A-OCCASI,admin@southeaststone.com.au,+61754928640
SOUTHEF,Standard,South East Facades,Q5,Reedy Creek,QLD,4227,APP D,Window Fixer,A-VIP,tremain@southeastfacades.com.au,+61474278688
SOUTHERN,Cash Sale,Southern Stainless Pty Ltd,Q8,Ormeau,QLD,4208,INACTIVE,Sheet Metal,I-POTENT,store@southernstainless.com.au,55490560
SOUTHFIB,Standard,Southeast Fibreglass Service,UNASSIGNED,Caloundra West,QLD,4551,UNCATEGORIZED,Auto Manufacturer,NEW-ACCE,accounts@suncoastcaravanservice.com.au,+61438710521
SOUTHX,Cash Sale,Southern X Tiling,Q3,Waterford,QLD,4133,TILER,Bathroom,A-POTENT,sxtprojects@outlook.com,+61403326731
SPACE,Standard,Space Constructions,Q3,Bulimba,QLD,4171,CONST,Developer,A-OCCASI,admin@spaceconstructions.com.au,+61731022555
SPADAF,Cash Sale,Ams Tiling,Q1,Ferny Hills,QLD,4055,CONST,Bathroom,A-POTENT,anthony.spadafora6@bigpond.com,+61438768397
SPARESOL,Cash Sale,Spare Part Solutions,Q3,North Tamborine,QLD,4272,UNCATEGORIZED,Standard,NEW-ACCE,salesatsps@gmail.com,55451988
SPART,Cash Sale,Spartan Waterproofing,Q1,New Farm,QLD,4005,UNCATEGORIZED,Waterproofing,NEW-ACCE,mario@spartanwaterproofing.com.au,+61457164134
